a-durationLastBug,a-durationLastReport,a-bugsLast8hours,a-bugsLast24hours,a-bugsLast1week,a-bugsLast2week,a-bugsLastPast,a-reportsLast8hours,a-reportsLast24hours,a-reportsLast1week,a-reportsLast2week,a-reportsLastPast,e-probSim,e-cosSim,e-eucSim,e-jacSim0.0,e-jacSim0.1,e-jacSim0.3,e-jacSim0.5,p-probSim,p-cosSim,p-eucSim,p-jacSim0.0,p-jacSim0.1,p-jacSim0.3,p-jacSim0.5,le-probSim,le-cosSim,le-eucSim,le-jacSim0.0,le-jacSim0.1,le-jacSim0.3,le-jacSim0.5,lp-probSim,lp-cosSim,lp-eucSim,lp-jacSim0.0,lp-jacSim0.1,lp-jacSim0.3,lp-jacSim0.5,t-beginHours,t-beforeTasks,t-afterTasks,t-reportNum,t-moreReports,t-lessReports,activeTasks,category
27.0,12.0,0.0,0.0,35.0,82.0,325.0,0.0,2.0,54.0,128.0,498.0,143.2276269620265,0.1727590581787331,90.21428058838853,0.6097560975609756,0.5975609756097561,0.5365853658536586,0.47560975609756095,107.15378966420249,0.695463529831788,12.423761075009939,1.0,1.0,0.9878048780487805,0.9634146341463414,1.0,7.0,0.0,4.0,4.0,4.0,3.0,5.0,6.0,5.0,0.0,0.0,7.0,7.0,0.0,5.0,2.0,21.0,5.0,2.0,7.0,yes
75.0,1.0,0.0,0.0,45.0,98.0,884.0,3.0,5.0,70.0,145.0,1113.0,93.01938167813985,0.6385604468370684,11.204709769447483,0.7073170731707317,0.7073170731707317,0.6585365853658537,0.6219512195121951,121.5204910384628,0.7001230288557209,14.325302613862174,1.0,1.0,1.0,0.9878048780487805,5.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,21.0,5.0,2.0,7.0,yes
27.0,27.0,0.0,0.0,27.0,34.0,594.0,0.0,0.0,31.0,43.0,762.0,116.6186067888054,0.3962876488012446,29.52480685083843,0.6951219512195121,0.6707317073170732,0.6341463414634146,0.5609756097560976,117.15451386923088,0.6008538373621449,17.53475682213956,1.0,0.9878048780487805,0.975609756097561,0.9634146341463414,1.0,6.0,1.0,4.0,5.0,3.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,21.0,5.0,2.0,7.0,yes
27.0,1.0,0.0,0.0,79.0,136.0,832.0,4.0,16.0,123.0,196.0,1027.0,200.8446457877061,0.31591245385210864,67.66698333163356,0.7439024390243902,0.7195121951219512,0.6341463414634146,0.5853658536585366,113.25827264087373,0.7524068267904072,11.371512305054386,1.0,0.9878048780487805,0.975609756097561,0.9634146341463414,0.0,6.0,0.0,4.0,3.0,3.0,2.0,5.0,4.0,5.0,0.0,6.0,6.0,6.0,0.0,5.0,2.0,21.0,5.0,2.0,7.0,yes
27.0,1.0,0.0,0.0,53.0,101.0,532.0,1.0,2.0,67.0,124.0,639.0,59.11991375202327,0.4675288708606249,10.655044128126198,0.5609756097560976,0.524390243902439,0.4634146341463415,0.3902439024390244,111.05272114294957,0.7474547788889417,11.276450576438364,1.0,1.0,0.9878048780487805,0.9634146341463414,6.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,0.0,0.0,7.0,7.0,0.0,5.0,2.0,21.0,5.0,2.0,7.0,yes
51.0,30.0,0.0,0.0,9.0,9.0,17.0,0.0,0.0,15.0,15.0,29.0,73.37355883677775,0.2730580365427322,27.471590132994145,0.2682926829268293,0.2682926829268293,0.25609756097560976,0.24390243902439024,373.326313748624,0.32846204678993124,122.82817694590983,1.0,1.0,0.9878048780487805,0.975609756097561,3.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,21.0,5.0,2.0,7.0,yes
75.0,20.0,0.0,0.0,3.0,7.0,300.0,0.0,1.0,5.0,11.0,420.0,45.046278904773146,0.5429663163697092,5.088305193971077,0.4634146341463415,0.43902439024390244,0.3902439024390244,0.35365853658536583,97.98396187416027,0.8137412003005273,7.844995515101322,1.0,1.0,1.0,0.975609756097561,6.0,1.0,7.0,7.0,7.0,7.0,4.0,3.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,21.0,5.0,2.0,7.0,yes
51.0,1.0,0.0,0.0,69.0,96.0,453.0,6.0,18.0,114.0,144.0,616.0,96.76260874881234,0.4952829176036011,17.98113130659504,0.6829268292682927,0.6829268292682927,0.6585365853658537,0.5975609756097561,150.2944000096745,0.5449902946013279,26.59032556377859,1.0,1.0,0.975609756097561,0.975609756097561,4.0,6.0,2.0,3.0,3.0,2.0,3.0,3.0,6.0,2.0,0.0,0.0,4.0,2.0,0.0,5.0,2.0,21.0,5.0,2.0,7.0,yes
27.0,18.0,0.0,0.0,18.0,25.0,644.0,0.0,1.0,21.0,32.0,808.0,60.33979904937257,0.5018355206586138,9.738197285220688,0.5975609756097561,0.573170731707317,0.47560975609756095,0.4268292682926829,123.66798635905381,0.7329756904992017,13.432388667655148,1.0,1.0,0.9878048780487805,0.975609756097561,5.0,3.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,4.0,0.0,0.0,6.0,6.0,0.0,5.0,2.0,21.0,5.0,2.0,7.0,yes
27.0,12.0,0.0,0.0,88.0,165.0,1010.0,0.0,9.0,127.0,236.0,1248.0,60.4638620509563,0.5066445499213426,9.703778703356104,0.6585365853658537,0.6341463414634146,0.5121951219512195,0.4268292682926829,104.23358086700539,0.8039046167774868,8.729363109098045,1.0,1.0,0.9878048780487805,0.9512195121951219,7.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,0.0,0.0,6.0,7.0,0.0,5.0,2.0,21.0,5.0,2.0,7.0,yes
