a-durationLastBug,a-durationLastReport,a-bugsLast8hours,a-bugsLast24hours,a-bugsLast1week,a-bugsLast2week,a-bugsLastPast,a-reportsLast8hours,a-reportsLast24hours,a-reportsLast1week,a-reportsLast2week,a-reportsLastPast,e-probSim,e-cosSim,e-eucSim,e-jacSim0.0,e-jacSim0.1,e-jacSim0.3,e-jacSim0.5,p-probSim,p-cosSim,p-eucSim,p-jacSim0.0,p-jacSim0.1,p-jacSim0.3,p-jacSim0.5,le-probSim,le-cosSim,le-eucSim,le-jacSim0.0,le-jacSim0.1,le-jacSim0.3,le-jacSim0.5,lp-probSim,lp-cosSim,lp-eucSim,lp-jacSim0.0,lp-jacSim0.1,lp-jacSim0.3,lp-jacSim0.5,t-beginHours,t-beforeTasks,t-afterTasks,t-reportNum,t-moreReports,t-lessReports,activeTasks,category
4.0,4.0,2.0,2.0,4.0,6.0,57.0,4.0,4.0,8.0,10.0,102.0,48.264141695610384,0.24996851238372328,13.09711151860966,0.21935483870967742,0.21935483870967742,0.18064516129032257,0.16129032258064516,246.27746095908935,0.6220424882665567,25.891890462767357,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
4.0,4.0,2.0,8.0,14.0,34.0,135.0,2.0,10.0,18.0,46.0,180.0,130.17587629659567,0.310182395839204,30.456473450402182,0.3935483870967742,0.3935483870967742,0.3548387096774194,0.2838709677419355,256.31111170562895,0.7010294265584125,22.43172901429137,1.0,1.0,1.0,0.9935483870967742,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
4.0,4.0,6.0,6.0,16.0,38.0,327.0,6.0,6.0,20.0,46.0,372.0,142.95272537522757,0.39421207449084744,24.98336450069028,0.49032258064516127,0.47096774193548385,0.4129032258064516,0.32903225806451614,284.84609012734944,0.7493565668208736,22.742404415024698,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
4.0,4.0,14.0,20.0,42.0,64.0,478.0,16.0,22.0,48.0,70.0,583.0,154.2219325284718,0.40937987318609576,26.18806115484965,0.632258064516129,0.6193548387096774,0.4967741935483871,0.44516129032258067,250.84629808289617,0.8330188995297699,15.43706510879996,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
703.0,703.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,310.2382886476624,0.1277796229186283,193.4305067499113,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,1900.0760869197322,0.3708948221975333,407.0310783933771,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
173.0,26.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,2.0,12.0,16.0,130.10033524156816,0.16729464965205654,60.509342443602826,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,851.0445191728663,0.40854364542248917,162.62577105692088,1.0,1.0,1.0,0.9870967741935484,0.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
804.0,804.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,29.0,146.60931537659724,0.29275898553242113,36.80526992416609,0.2,0.2,0.2,0.1870967741935484,857.4318428884199,0.41609237902148205,160.73582614773628,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
4.0,4.0,16.0,18.0,64.0,74.0,346.0,106.0,108.0,190.0,202.0,549.0,147.0987400290824,0.2706074736890901,40.913315192635686,0.4967741935483871,0.4774193548387097,0.3935483870967742,0.33548387096774196,354.8626314700311,0.5267187677851907,48.69505849488442,1.0,1.0,1.0,0.9870967741935484,0.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
26.0,26.0,0.0,0.0,2.0,2.0,28.0,0.0,0.0,2.0,2.0,42.0,110.43884846282253,0.19261687997596202,43.9544111673219,0.21935483870967742,0.21935483870967742,0.2129032258064516,0.2,319.08583965004436,0.5818161216743992,38.15660651853891,1.0,1.0,1.0,0.9935483870967742,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
4.0,4.0,6.0,10.0,54.0,94.0,761.0,6.0,10.0,72.0,130.0,947.0,204.7703394113538,0.4210073728552488,34.72808136718724,0.632258064516129,0.632258064516129,0.5870967741935483,0.535483870967742,273.22593015462104,0.7482540341266399,21.64466172803993,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
4.0,4.0,2.0,14.0,36.0,84.0,339.0,2.0,14.0,50.0,102.0,447.0,190.82310465342275,0.299219461445476,48.05205215238604,0.5290322580645161,0.5096774193548387,0.44516129032258067,0.36129032258064514,274.2546179239031,0.7574806353660647,21.26264309159828,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
27.0,27.0,0.0,0.0,8.0,8.0,24.0,0.0,0.0,8.0,8.0,34.0,132.47462224310814,0.32284857987642074,29.25685330156683,0.22580645161290322,0.22580645161290322,0.22580645161290322,0.22580645161290322,718.5644197546902,0.44563482880905275,124.46495445163261,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
4.0,4.0,34.0,76.0,90.0,128.0,294.0,56.0,104.0,120.0,170.0,354.0,147.59613255653449,0.2865353068412748,38.42735618981962,0.44516129032258067,0.43870967741935485,0.3870967741935484,0.3419354838709677,297.84164218895495,0.5643848460858754,36.75494751155789,1.0,1.0,0.9806451612903225,0.9612903225806452,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,4.0,4.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
4.0,4.0,4.0,22.0,34.0,76.0,451.0,24.0,42.0,60.0,114.0,689.0,78.85599160661003,0.38691993947730713,12.75552640038546,0.43870967741935485,0.43870967741935485,0.34838709677419355,0.2645161290322581,260.88251662126567,0.7591606317899309,19.86825004160216,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
16.0,4.0,0.0,14.0,34.0,88.0,136.0,4.0,18.0,56.0,130.0,184.0,123.69339709362133,0.3584131719800354,23.926919616798724,0.36774193548387096,0.36774193548387096,0.3548387096774194,0.2967741935483871,292.8463878330169,0.5521721362167181,37.086993886718446,1.0,1.0,0.9870967741935484,0.9161290322580645,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,2.0,4.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
130.0,130.0,0.0,0.0,12.0,18.0,22.0,0.0,0.0,12.0,20.0,26.0,809.2418277440535,0.17282499545609487,373.99198236922837,0.23225806451612904,0.23225806451612904,0.23225806451612904,0.22580645161290322,841.0471842725768,0.4036822215179564,162.71088909825653,1.0,1.0,1.0,0.9806451612903225,0.0,5.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
130.0,130.0,0.0,0.0,4.0,4.0,495.0,0.0,0.0,4.0,4.0,704.0,132.30551200740513,0.4547590861653319,19.058376056032614,0.6258064516129033,0.6193548387096774,0.5290322580645161,0.4774193548387097,262.96909814890216,0.811539350951438,17.5004209828948,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,21.0,1.0,4.0,5.0,yes
