a-durationLastBug,a-durationLastReport,a-bugsLast8hours,a-bugsLast24hours,a-bugsLast1week,a-bugsLast2week,a-bugsLastPast,a-reportsLast8hours,a-reportsLast24hours,a-reportsLast1week,a-reportsLast2week,a-reportsLastPast,e-probSim,e-cosSim,e-eucSim,e-jacSim0.0,e-jacSim0.1,e-jacSim0.3,e-jacSim0.5,p-probSim,p-cosSim,p-eucSim,p-jacSim0.0,p-jacSim0.1,p-jacSim0.3,p-jacSim0.5,le-probSim,le-cosSim,le-eucSim,le-jacSim0.0,le-jacSim0.1,le-jacSim0.3,le-jacSim0.5,lp-probSim,lp-cosSim,lp-eucSim,lp-jacSim0.0,lp-jacSim0.1,lp-jacSim0.3,lp-jacSim0.5,t-beginHours,t-beforeTasks,t-afterTasks,t-reportNum,t-moreReports,t-lessReports,activeTasks,category
14.0,14.0,0.0,2.0,6.0,7.0,36.0,0.0,2.0,6.0,7.0,50.0,104.31109025353955,0.36361334507074494,32.357166028803775,0.417910447761194,0.417910447761194,0.417910447761194,0.40298507462686567,127.29716237614241,0.6057739204515696,21.627692630609538,1.0,1.0,1.0,0.9402985074626866,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,19.0,0.0,4.0,4.0,yes
13.0,13.0,0.0,1.0,6.0,6.0,6.0,0.0,1.0,8.0,8.0,8.0,11.971035269777298,0.24326028070623917,4.147621184821474,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.07462686567164178,279.190008332072,0.5204870912014115,61.657011740684624,1.0,1.0,0.9850746268656716,0.9701492537313433,4.0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,0.0,19.0,0.0,4.0,4.0,yes
10.0,10.0,0.0,2.0,14.0,15.0,53.0,0.0,2.0,19.0,20.0,65.0,133.3702793561039,0.4354186661769211,34.10527032520049,0.4626865671641791,0.4626865671641791,0.44776119402985076,0.417910447761194,140.2904119113812,0.6195509103264397,23.42780855078015,1.0,1.0,0.9701492537313433,0.9552238805970149,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,0.0,19.0,0.0,4.0,4.0,yes
13.0,13.0,0.0,6.0,9.0,11.0,44.0,0.0,7.0,11.0,13.0,63.0,100.3177547877594,0.3284451737343233,34.87978437250811,0.3880597014925373,0.3880597014925373,0.373134328358209,0.3582089552238806,134.44268505173613,0.6075348044313567,22.9485852701031,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,19.0,0.0,4.0,4.0,yes
14.0,14.0,0.0,1.0,6.0,6.0,14.0,0.0,1.0,8.0,8.0,30.0,32.08222287572378,0.3445272788218881,8.770899411557277,0.1791044776119403,0.1791044776119403,0.1791044776119403,0.1791044776119403,135.5348286936118,0.6344219575054317,21.80104398270856,1.0,1.0,0.9850746268656716,0.9850746268656716,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,19.0,0.0,4.0,4.0,yes
16.0,16.0,0.0,1.0,6.0,6.0,13.0,0.0,1.0,8.0,8.0,21.0,61.16667287798494,0.4193820479577225,14.53136086128312,0.23880597014925373,0.23880597014925373,0.23880597014925373,0.23880597014925373,172.12092708138667,0.582834849490228,31.977269631011186,1.0,1.0,1.0,0.9701492537313433,4.0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,19.0,0.0,4.0,4.0,yes
59.0,59.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,4.0,6.0,11.0,33.32173869395803,0.32952930233751093,9.780269189457952,0.14925373134328357,0.14925373134328357,0.14925373134328357,0.13432835820895522,210.67929360620468,0.49704038521744365,48.21695414569066,1.0,1.0,1.0,0.9552238805970149,4.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,19.0,0.0,4.0,4.0,yes
60.0,60.0,0.0,0.0,5.0,6.0,16.0,0.0,0.0,5.0,6.0,20.0,86.96128057810793,0.47018808575850807,19.03536391584862,0.3880597014925373,0.3880597014925373,0.3880597014925373,0.3880597014925373,134.41207372770216,0.583273957473878,24.225659544212082,1.0,1.0,1.0,0.9253731343283582,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,19.0,0.0,4.0,4.0,yes
76.0,53.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,6.0,6.0,7.0,207.5005750958821,0.15604319588114418,161.19897686562098,0.11940298507462686,0.11940298507462686,0.11940298507462686,0.11940298507462686,280.76922411904474,0.5180726535889476,62.34926039631513,1.0,1.0,0.9850746268656716,0.9701492537313433,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,0.0,19.0,0.0,4.0,4.0,yes
7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4471.231575554182,0.12546029893760577,4352.923470181407,0.05970149253731343,0.05970149253731343,0.05970149253731343,0.05970149253731343,488.2399275830637,0.4617781186337139,125.59466215287675,1.0,1.0,1.0,0.9552238805970149,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,19.0,0.0,4.0,4.0,yes
