2969975,4,0,0,0.0,0.0,0.0,
17213816,4,1,1,1.0,1.0,1.0,
3718101,4,1,1,1.0,1.0,1.0,
2932690,4,0,0,0.0,0.0,0.0,
14857283,4,0,0,0.0,0.0,0.0,
16617673,4,4,2,0.5,1.0,0.6666666666666666,
14538221,4,0,0,0.0,0.0,0.0,
14355588,4,3,3,1.0,1.0,1.0,
16524115,4,0,0,0.0,0.0,0.0,
14495882,4,2,2,1.0,1.0,1.0,
2362747,4,0,0,0.0,0.0,0.0,
6147269,4,0,0,0.0,0.0,0.0,
1297355,4,0,0,0.0,0.0,0.0,
14471438,4,1,1,1.0,1.0,1.0,
9589524,4,1,1,1.0,1.0,1.0,
15107218,4,1,1,1.0,1.0,1.0,
13911484,4,0,0,0.0,0.0,0.0,
1024763,4,0,0,0.0,0.0,0.0,
3318425,4,1,1,1.0,1.0,1.0,
15818337,4,0,0,0.0,0.0,0.0,
9643137,4,0,0,0.0,0.0,0.0,
16879147,4,0,0,0.0,0.0,0.0,
8195872,4,0,0,0.0,0.0,0.0,
10635683,4,2,2,1.0,1.0,1.0,
8666845,4,0,0,0.0,0.0,0.0,
16635095,4,0,0,0.0,0.0,0.0,
2089928,4,0,0,0.0,0.0,0.0,
2849269,4,0,0,0.0,0.0,0.0,
15313122,4,0,0,0.0,0.0,0.0,
16574846,4,0,0,0.0,0.0,0.0,
13913678,4,2,2,1.0,1.0,1.0,
13959438,4,0,0,0.0,0.0,0.0,
16742460,4,0,0,0.0,0.0,0.0,
6402670,4,0,0,0.0,0.0,0.0,
17340820,4,0,0,0.0,0.0,0.0,
5223229,4,0,0,0.0,0.0,0.0,
1379306,4,1,1,1.0,1.0,1.0,
16928610,4,0,0,0.0,0.0,0.0,
3056875,4,1,1,1.0,1.0,1.0,
16577900,4,0,0,0.0,0.0,0.0,
4600405,4,0,0,0.0,0.0,0.0,
13853055,4,0,0,0.0,0.0,0.0,
1415963,4,0,0,0.0,0.0,0.0,
9119522,4,0,0,0.0,0.0,0.0,
14309234,4,0,0,0.0,0.0,0.0,
17057392,4,0,0,0.0,0.0,0.0,
16858688,4,0,0,0.0,0.0,0.0,
2590458,4,0,0,0.0,0.0,0.0,
14460791,4,0,0,0.0,0.0,0.0,
13910182,4,0,0,0.0,0.0,0.0,
13994622,4,0,0,0.0,0.0,0.0,
93838,4,0,0,0.0,0.0,0.0,
16550430,4,0,0,0.0,0.0,0.0,
16093616,4,0,0,0.0,0.0,0.0,
845255,4,0,0,0.0,0.0,0.0,
3469400,4,0,0,0.0,0.0,0.0,
16872961,4,0,0,0.0,0.0,0.0,
16586889,4,0,0,0.0,0.0,0.0,
16847580,4,0,0,0.0,0.0,0.0,
1690421,4,0,0,0.0,0.0,0.0,
2319072,4,0,0,0.0,0.0,0.0,
2673732,4,0,0,0.0,0.0,0.0,
1619566,4,0,0,0.0,0.0,0.0,
16976741,4,0,0,0.0,0.0,0.0,
14430928,4,0,0,0.0,0.0,0.0,
949464,4,0,0,0.0,0.0,0.0,
2612745,4,0,0,0.0,0.0,0.0,
16629621,4,0,0,0.0,0.0,0.0,
15362964,4,0,0,0.0,0.0,0.0,
17155400,4,0,0,0.0,0.0,0.0,
8654815,4,0,0,0.0,0.0,0.0,
7256674,4,0,0,0.0,0.0,0.0,
1346402,4,0,0,0.0,0.0,0.0,
7018782,4,0,0,0.0,0.0,0.0,
3468985,4,0,0,0.0,0.0,0.0,
1617391,4,0,0,0.0,0.0,0.0,
14335946,4,0,0,0.0,0.0,0.0,
539524,4,0,0,0.0,0.0,0.0,
14355531,4,0,0,0.0,0.0,0.0,
16696064,4,0,0,0.0,0.0,0.0,
21755,4,0,0,0.0,0.0,0.0,
5213894,4,0,0,0.0,0.0,0.0,
3381715,4,0,0,0.0,0.0,0.0,
15418232,4,0,0,0.0,0.0,0.0,
763232,4,0,0,0.0,0.0,0.0,
16623078,4,0,0,0.0,0.0,0.0,
14491498,4,0,0,0.0,0.0,0.0,
1203070,4,0,0,0.0,0.0,0.0,
14081521,4,0,0,0.0,0.0,0.0,
794827,4,0,0,0.0,0.0,0.0,
17351919,4,0,0,0.0,0.0,0.0,
4299025,4,0,0,0.0,0.0,0.0,
2069012,4,0,0,0.0,0.0,0.0,
15381229,4,0,0,0.0,0.0,0.0,
9258933,4,0,0,0.0,0.0,0.0,
16472811,4,0,0,0.0,0.0,0.0,
1766536,4,0,0,0.0,0.0,0.0,
14180078,4,0,0,0.0,0.0,0.0,
